scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,listing_id
4.61,4.75,4.67,4.91,4.85,4.68,4.76,10227627
4.76,4.88,4.82,4.76,4.88,4.76,4.65,8472766
4.84,4.89,4.83,4.94,4.95,4.92,4.84,10254486
4.63,4.89,4.78,4.93,4.96,4.67,4.63,10280979
4.61,4.76,4.56,4.83,4.91,4.96,4.64,8485642
5.0,5.0,5.0,5.0,5.0,5.0,5.0,8535066
4.6,4.9,4.8,5.0,4.9,4.5,4.5,8563504
4.91,4.92,4.78,4.95,4.91,4.97,4.86,10392060
4.95,4.95,5.0,4.99,4.95,4.96,4.95,8564722
4.78,4.89,4.7,4.94,4.9,4.37,4.83,10411427
4.33,4.43,4.0,4.67,4.63,4.38,4.34,10437238
4.71,4.76,4.82,4.71,4.88,4.82,4.76,8593314
4.86,4.96,4.73,4.81,4.92,4.87,4.84,10452642
4.88,5.0,4.25,5.0,5.0,4.63,4.88,10515185
4.58,4.88,4.42,4.83,4.75,4.83,4.71,8615657
4.99,4.99,4.98,4.98,4.99,4.92,4.99,10518084
4.95,4.97,4.92,4.98,4.98,4.91,4.79,8617633
5.0,5.0,5.0,5.0,5.0,5.0,5.0,8633981
5.0,4.67,4.83,5.0,5.0,5.0,4.67,8635380
4.64,4.71,4.73,4.95,4.91,4.73,4.61,10547772
4.37,4.56,4.41,4.7,4.61,4.87,4.46,8652541
4.72,4.79,4.7,4.96,4.89,4.78,4.59,10548699
5.0,5.0,5.0,5.0,5.0,5.0,5.0,10595206
4.75,5.0,5.0,5.0,5.0,5.0,3.75,10634388
5.0,5.0,5.0,5.0,5.0,5.0,5.0,10649603
5.0,4.5,4.5,5.0,5.0,5.0,3.5,10685564
4.38,4.5,4.4,4.63,4.63,4.46,4.41,8689532
4.89,4.94,4.88,4.96,4.97,4.74,4.82,8702851
4.92,4.92,4.88,4.98,5.0,4.92,4.82,10710405
4.99,4.98,4.99,4.99,4.99,4.97,4.97,8706915
4.95,4.94,4.91,4.98,4.97,4.77,4.87,10754882
4.98,4.95,4.96,4.99,4.99,4.93,4.91,8718913
4.93,4.94,4.9,4.96,4.96,4.89,4.89,8735904
4.75,4.89,4.81,4.91,4.9,4.78,4.68,8743145
4.97,4.96,4.96,4.96,4.96,4.68,4.82,10765065
4.98,4.93,4.98,5.0,5.0,5.0,4.91,8743754
4.97,4.99,4.97,4.99,4.97,4.92,4.97,8770382
4.88,4.86,4.72,4.93,4.95,4.34,4.84,10773502
4.76,4.65,4.88,4.94,4.94,4.53,4.82,8780493
4.85,4.89,4.84,4.79,4.91,4.76,4.72,10811900
4.81,4.89,4.95,4.94,4.91,4.89,4.8,10863022
5.0,5.0,5.0,5.0,5.0,5.0,5.0,8789070
4.92,4.93,4.91,4.95,4.94,4.91,4.81,8802052
4.24,4.37,4.25,4.64,4.53,4.4,4.3,8822479
4.71,4.79,4.93,4.78,4.86,4.71,4.7,10879699
4.94,4.96,4.94,4.99,4.98,4.92,4.88,8827052
4.97,4.99,4.98,4.98,4.95,4.9,4.93,10945786
4.47,4.33,4.73,4.8,4.73,4.67,4.43,8859482
4.56,4.67,4.52,4.7,4.61,4.82,4.66,10947455
4.81,4.88,4.72,4.88,4.96,4.62,4.75,10971749
4.88,4.92,4.81,4.91,4.91,4.97,4.89,8889577
4.84,4.88,4.68,4.96,4.9,4.86,4.87,8918966
4.81,4.81,4.75,4.95,4.93,4.95,4.75,10997225
4.87,4.92,4.77,4.85,4.97,4.62,4.9,8936446
5.0,5.0,5.0,5.0,5.0,5.0,5.0,11046830
4.97,4.96,4.96,4.98,4.98,4.99,4.92,8953380
4.9,4.94,4.96,4.99,4.99,4.67,4.8,11142450
4.4,4.6,4.8,4.6,4.6,4.6,4.4,11433539
4.7,4.87,4.78,4.74,4.74,4.91,4.83,11436712
4.78,4.79,4.82,4.86,4.85,4.94,4.69,11436765
4.83,4.73,4.9,4.77,4.97,5.0,4.9,11436834
4.97,4.95,4.97,5.0,4.99,4.72,4.93,11145640
4.89,4.86,4.5,4.61,4.86,4.86,4.75,11146518
4.42,4.59,4.34,4.56,4.69,4.71,4.57,11146814
4.85,4.91,4.82,4.96,4.97,4.72,4.82,11187498
4.92,4.97,4.97,4.95,5.0,4.78,4.86,11456952
4.72,4.79,4.44,4.86,4.82,4.94,4.61,11205769
4.98,4.98,4.9,4.98,4.97,5.0,4.88,11457931
4.5,4.62,4.45,4.63,4.74,3.66,4.39,11207835
4.58,4.67,4.65,4.75,4.75,4.19,4.62,11240415
4.94,4.95,4.96,5.0,5.0,4.98,4.88,11256815
4.97,4.99,4.98,4.99,5.0,4.85,4.92,11459685
4.8,4.8,4.87,4.87,4.83,4.55,4.72,11476089
4.76,4.86,4.72,4.89,4.86,4.41,4.78,11276504
4.94,4.91,4.97,5.0,4.97,4.97,4.82,11316564
4.73,4.71,4.71,4.74,4.79,4.77,4.73,11370335
5.0,5.0,5.0,5.0,4.89,5.0,4.89,11492529
4.81,5.0,4.81,5.0,4.93,4.92,4.88,11419164
4.97,4.97,4.98,4.95,4.97,4.97,4.85,11527162
4.93,4.85,4.96,4.93,4.95,4.94,4.78,11582953
4.84,4.94,4.77,4.93,4.97,4.43,4.8,11609854
4.53,4.8,4.5,4.7,4.67,4.83,4.2,11433385
4.33,5.0,4.0,5.0,5.0,5.0,5.0,13317058
4.82,4.92,4.83,4.95,4.96,4.82,4.8,11637237
4.0,4.0,5.0,5.0,5.0,5.0,3.0,11671188
5.0,5.0,5.0,5.0,5.0,5.0,5.0,11675937
4.86,4.93,4.79,4.9,4.92,4.85,4.87,13343525
4.86,4.94,4.9,4.98,4.99,4.84,4.86,13348367
4.81,4.79,4.84,4.94,4.88,4.89,4.87,11697616
5.0,5.0,5.0,5.0,5.0,5.0,5.0,13358192
4.96,4.93,5.0,5.0,5.0,5.0,4.78,11732807
4.76,4.85,4.6,4.96,4.93,4.86,4.67,13361661
4.94,4.96,4.89,4.99,4.97,4.61,4.96,11740335
4.89,4.91,4.96,4.98,4.96,4.93,4.82,13373997
4.89,4.93,4.81,4.96,4.96,4.93,4.81,13390160
4.96,4.98,4.99,4.92,4.96,4.87,4.88,13414718
4.75,4.89,4.58,4.96,4.97,4.94,4.8,13416789
4.88,5.0,5.0,5.0,4.88,4.88,4.75,13431644
5.0,4.86,4.71,5.0,5.0,4.86,4.86,11750869
4.95,4.95,4.86,4.95,4.95,4.86,4.81,11866232
4.76,4.86,4.81,4.85,4.91,4.74,4.78,13453259
4.85,4.91,4.87,4.98,4.99,4.9,4.88,11902507
4.86,4.89,4.78,4.94,4.96,4.97,4.81,13478467
4.76,4.81,4.61,4.87,4.88,4.86,4.7,11904373
4.96,4.96,4.96,4.98,4.98,4.96,4.88,11965767
4.96,4.91,4.94,5.0,4.99,4.97,4.83,13493868
4.71,4.82,4.72,4.8,4.93,4.65,4.67,11969085
4.96,4.98,4.99,5.0,4.99,4.98,4.95,13496433
4.92,4.87,4.94,4.94,4.93,4.84,4.86,11972493
4.82,4.82,4.95,4.91,4.75,4.89,4.66,11983838
4.98,4.85,4.98,5.0,5.0,4.91,4.74,13509392
4.92,4.95,4.96,4.92,4.88,4.95,4.82,12021281
4.78,4.86,4.77,4.93,4.89,4.46,4.83,13522012
4.74,4.94,4.77,4.94,4.96,4.43,4.83,13531342
4.94,4.88,4.81,5.0,5.0,4.81,4.94,12070222
4.0,4.0,4.0,5.0,4.5,4.5,3.5,13532621
4.72,4.77,4.8,4.63,4.79,4.89,4.7,12093618
4.84,4.9,4.86,4.94,4.94,4.55,4.86,13621242
4.66,4.8,4.72,4.76,4.66,4.74,4.68,12095628
4.83,4.93,4.8,4.94,4.91,4.53,4.87,13635380
4.77,4.83,4.78,4.96,4.97,4.85,4.73,13656154
4.85,4.85,4.67,5.0,5.0,4.81,4.81,12153109
4.82,4.92,4.79,4.97,4.91,4.54,4.85,13656318
5.0,5.0,4.98,4.98,4.99,5.0,4.95,13666998
4.44,4.68,4.46,4.74,4.73,4.75,4.56,12159371
4.9,5.0,4.9,5.0,5.0,4.72,4.89,13699494
4.0,5.0,3.0,5.0,5.0,5.0,4.0,12175196
4.59,4.83,4.69,4.75,4.61,4.48,4.69,12243431
4.99,4.99,5.0,4.98,4.99,4.93,4.91,13713501
4.9,4.94,4.9,4.95,4.94,4.97,4.88,12252435
4.84,4.86,4.84,5.0,4.97,4.47,4.83,12268349
4.93,4.98,4.9,4.93,4.98,4.45,4.78,12268908
4.59,4.7,4.45,4.88,4.84,4.91,4.66,13743298
4.89,4.95,4.93,4.95,4.95,4.86,4.92,12308104
4.67,4.73,4.7,4.95,4.94,4.76,4.71,12330769
4.46,4.71,4.89,4.85,4.74,4.82,4.45,13746300
4.54,4.75,4.52,4.78,4.74,4.78,4.67,12334385
4.91,4.95,4.73,5.0,5.0,5.0,4.73,12382366
4.62,4.6,4.88,4.83,4.81,4.81,4.6,13768369
4.87,4.93,4.77,4.99,4.98,4.97,4.86,13798441
4.96,4.96,4.87,4.98,4.98,4.86,4.95,13824783
4.85,4.93,4.73,4.8,4.91,4.83,4.9,12434982
4.81,4.83,4.87,4.97,5.0,4.37,4.79,12451721
5.0,5.0,5.0,5.0,5.0,5.0,5.0,12452076
4.66,4.84,4.57,4.89,4.88,4.95,4.7,13859218
4.9,4.88,4.95,4.94,4.95,4.93,4.88,12507128
4.95,5.0,4.97,5.0,5.0,4.94,4.86,13884932
4.93,4.85,4.93,5.0,5.0,5.0,4.9,13893848
4.79,4.9,4.62,4.9,4.91,4.86,4.85,12509442
5.0,4.98,5.0,5.0,4.98,4.93,4.96,13915441
4.97,4.98,4.99,4.99,5.0,4.68,4.85,13928644
4.95,4.97,4.98,4.98,5.0,4.97,4.92,12536277
4.94,4.98,4.99,4.95,4.98,4.91,4.9,13953306
4.79,4.78,4.75,4.96,5.0,4.96,4.8,13953596
5.0,5.0,5.0,5.0,5.0,5.0,4.92,12543743
4.96,4.95,4.99,4.98,4.98,4.98,4.86,13961352
4.84,4.89,4.92,4.97,4.99,5.0,4.89,13967723
4.79,4.86,4.79,4.93,4.86,4.79,4.5,13972956
4.63,4.67,4.49,4.88,4.9,4.8,4.5,12560787
4.84,4.8,4.93,4.72,4.85,4.83,4.85,14016520
4.99,4.99,5.0,5.0,5.0,4.96,4.85,12581064
4.69,4.78,4.52,4.91,4.91,4.98,4.7,14028571
4.88,4.91,4.73,5.0,5.0,4.91,4.7,14056171
4.31,4.66,4.56,4.75,4.13,4.44,4.38,12586766
4.69,4.69,4.56,4.88,4.81,4.69,4.69,12588033
5.0,4.91,5.0,5.0,5.0,4.82,5.0,12673204
4.87,4.87,4.9,4.93,4.93,4.71,4.86,14058443
4.98,4.98,5.0,4.99,4.99,4.9,4.94,12683444
4.87,4.94,4.84,4.9,4.96,4.92,4.8,12684163
4.81,4.86,4.81,4.94,4.96,4.92,4.81,12714714
4.96,4.96,4.96,4.96,4.96,4.99,4.8,12759999
5.0,5.0,5.0,5.0,5.0,5.0,5.0,14058848
4.8,5.0,4.4,4.6,4.8,4.6,4.8,12782772
4.94,4.94,4.83,4.94,4.98,4.95,4.85,12808357
4.89,4.93,4.92,4.9,4.96,4.79,4.83,14071876
4.83,4.92,4.83,4.75,4.67,5.0,5.0,12855435
4.79,4.82,4.83,4.95,4.91,4.75,4.74,14085322
4.89,5.0,4.78,5.0,5.0,4.88,4.63,12869290
4.84,4.87,4.84,4.95,4.9,4.98,4.74,14089727
4.69,4.85,4.46,4.86,4.88,4.12,4.39,14115665
4.81,4.87,4.74,4.91,4.91,4.47,4.82,14115706
4.59,4.59,4.73,4.89,4.76,3.97,4.47,14115711
4.71,4.86,4.8,4.93,4.95,4.95,4.73,14122332
5.0,4.92,5.0,5.0,5.0,4.77,4.85,14141704
4.92,4.92,4.88,5.0,4.88,4.92,4.85,14141861
4.87,4.94,4.92,4.98,4.97,4.86,4.8,14144295
4.93,4.96,4.95,4.96,4.94,4.94,4.87,12871814
4.52,4.75,4.54,4.76,4.75,4.78,4.67,12874125
4.92,4.97,4.97,4.99,4.97,4.99,4.84,14154418
4.86,4.88,4.85,4.92,4.89,4.82,4.82,14166242
5.0,5.0,5.0,5.0,5.0,5.0,4.0,12890850
4.93,4.9,4.53,4.9,5.0,4.97,4.83,12916554
4.8,4.85,4.77,4.92,4.86,4.92,4.86,14167586
4.83,4.91,4.87,4.94,4.93,4.94,4.76,12932496
4.91,4.87,4.89,4.95,4.94,4.87,4.86,12950970
4.79,4.84,4.84,4.96,4.98,4.97,4.76,14197548
5.0,4.95,5.0,5.0,5.0,5.0,4.95,12956671
4.79,4.83,4.8,4.86,4.89,4.79,4.82,13014320
5.0,5.0,5.0,5.0,5.0,5.0,4.71,13015160
4.72,4.81,4.67,4.93,4.88,4.74,4.79,14215568
5.0,4.0,4.5,5.0,5.0,5.0,4.0,13049456
4.71,4.85,4.64,4.85,4.86,4.85,4.81,14238448
4.7,4.78,4.63,4.85,4.87,4.71,4.66,13062802
4.0,4.0,4.0,5.0,5.0,5.0,4.0,13077320
4.71,4.86,4.64,5.0,5.0,4.79,4.64,13080765
4.81,4.83,4.69,4.89,4.92,4.74,4.8,13128883
4.96,4.93,4.96,4.99,4.99,4.96,4.87,14296844
4.67,4.74,4.81,4.91,4.88,4.51,4.66,13137589
4.97,4.97,4.93,4.79,5.0,4.69,4.9,14298102
4.79,4.83,4.79,4.85,4.89,4.78,4.81,14349670
4.92,4.97,4.85,5.0,5.0,5.0,4.74,14357876
4.74,4.73,4.86,4.95,4.92,4.96,4.56,13148936
5.0,5.0,4.67,5.0,5.0,5.0,5.0,14382622
4.96,4.96,4.96,4.98,5.0,4.82,4.91,13149571
4.71,4.74,4.53,4.92,4.94,4.82,4.65,14400814
4.84,4.89,4.66,4.96,4.96,4.56,4.84,14429433
4.9,4.88,4.9,4.94,4.93,4.91,4.86,14431243
4.88,4.87,4.93,4.91,4.84,4.67,4.86,14437950
4.9,4.9,4.93,4.96,4.94,4.81,4.82,13150401
5.0,5.0,5.0,5.0,5.0,5.0,5.0,13165625
5.0,5.0,5.0,5.0,5.0,5.0,5.0,14446269
4.94,4.92,4.84,4.98,4.96,4.92,4.87,13207526
4.91,5.0,4.88,4.85,5.0,4.88,4.88,13247627
4.92,4.96,4.84,4.94,4.97,4.93,4.84,14449619
4.88,4.92,4.92,4.96,4.96,4.84,4.87,14486985
4.95,4.95,4.79,4.93,4.93,5.0,4.8,13295757
4.93,4.88,4.96,4.91,4.97,4.88,4.72,13311675
4.52,4.72,4.7,4.92,4.91,4.77,4.52,14728382
4.86,5.0,4.86,5.0,5.0,4.86,5.0,14490847
4.97,4.98,4.98,4.98,4.98,4.94,4.94,14741430
4.66,4.86,4.81,4.9,4.92,4.75,4.74,14490975
4.97,4.97,4.97,4.97,4.96,5.0,4.8,14774756
4.67,4.71,4.88,4.96,4.79,4.74,4.61,14820957
4.9,4.92,4.92,4.98,4.96,4.71,4.9,14531526
4.61,4.61,4.39,4.82,4.91,4.82,4.72,14843458
4.93,4.96,4.96,4.96,4.9,4.94,4.81,14539561
4.8,5.0,4.9,5.0,4.9,4.9,4.7,14859319
4.8,4.89,4.85,4.92,4.97,4.94,4.81,14546442
4.97,4.97,4.99,4.97,4.99,4.91,4.94,14556304
5.0,4.98,4.98,4.93,4.95,4.99,4.95,14871197
4.81,4.77,4.69,4.82,4.92,4.8,4.59,14883494
4.98,4.97,4.97,4.94,4.97,4.96,4.91,14588581
4.85,4.85,4.62,5.0,5.0,5.0,4.82,14950449
4.89,4.93,4.8,4.98,4.99,4.9,4.77,14595303
5.0,5.0,5.0,5.0,5.0,4.67,5.0,15008013
4.88,4.88,4.97,4.96,4.7,4.88,4.71,14611960
4.92,4.97,4.99,4.91,4.94,4.72,4.92,15010784
4.9,4.95,4.76,4.9,5.0,4.71,4.76,15011149
4.81,4.78,4.98,4.9,4.81,4.99,4.75,15024671
4.82,4.84,4.92,4.95,4.8,4.91,4.76,14631349
4.93,4.88,4.98,4.98,4.85,4.88,4.68,14650845
4.97,4.92,4.78,5.0,5.0,4.97,4.89,14692738
4.98,4.98,4.98,5.0,5.0,4.93,4.94,15053294
4.55,4.55,4.55,4.91,4.55,4.55,4.09,15072673
4.91,4.91,4.75,4.94,4.96,4.97,4.91,14711066
4.86,4.81,4.95,4.86,4.86,4.76,4.57,14715067
4.79,4.87,4.78,4.91,4.93,4.82,4.72,15094729
4.98,4.96,4.99,4.98,5.0,4.99,4.84,15114450
4.75,4.87,4.61,4.89,4.93,4.83,4.73,16052779
4.98,4.97,4.96,4.99,4.98,4.99,4.94,15115673
4.79,4.93,4.72,4.89,4.63,4.95,4.83,16070011
4.82,4.89,4.61,4.93,4.95,4.9,4.81,15116890
4.9,4.96,4.82,4.92,4.96,4.94,4.78,15122395
4.47,4.75,4.58,4.85,4.88,4.33,4.64,15130764
4.98,4.96,4.96,4.99,4.99,4.99,4.88,15132653
5.0,5.0,5.0,5.0,5.0,5.0,5.0,15146320
4.84,4.95,4.86,4.95,5.0,4.84,4.93,16096254
4.87,4.91,4.88,4.98,4.99,4.76,4.78,16143701
4.97,4.96,4.98,4.98,5.0,4.87,4.9,15149053
4.98,4.97,5.0,5.0,5.0,4.97,4.9,16192132
4.87,4.9,4.83,4.87,4.87,4.9,4.75,15166761
4.79,4.88,4.84,4.91,4.97,4.66,4.76,16207508
4.92,4.94,4.85,4.95,4.92,4.94,4.93,16229723
4.92,4.92,5.0,4.96,5.0,5.0,4.83,15216905
4.93,4.96,4.85,4.95,4.99,4.85,4.82,15217088
4.8,4.9,4.8,4.92,4.9,4.94,4.72,16246568
4.53,4.6,4.42,4.73,4.54,4.83,4.58,16297519
4.82,4.85,4.66,4.92,4.95,5.0,4.59,15230450
4.11,4.62,4.19,4.47,4.53,4.72,4.32,15247678
4.9,4.94,4.92,4.95,4.98,4.9,4.75,16302846
4.82,4.85,4.72,4.9,4.89,4.94,4.8,15250951
4.67,4.75,4.5,4.75,4.93,4.74,4.67,16346266
4.88,4.92,4.88,4.94,4.94,4.95,4.83,15256715
4.82,4.91,4.84,4.98,4.89,4.86,4.79,16353883
4.86,4.94,4.73,4.94,4.98,4.79,4.9,15286045
4.64,4.84,4.75,4.92,4.97,4.82,4.54,15322642
4.54,4.69,4.44,4.7,4.7,4.53,4.63,16365205
4.93,4.97,4.94,4.99,5.0,4.77,4.9,15328919
4.49,4.69,4.63,4.57,4.57,4.94,4.69,16403903
4.51,4.62,4.49,4.75,4.57,4.79,4.48,16442292
4.91,4.86,4.83,4.95,4.91,4.96,4.73,16453692
4.93,4.94,4.98,4.94,4.96,4.87,4.84,15342084
4.87,4.9,4.89,4.98,4.94,4.76,4.75,15355696
4.83,4.83,4.82,4.91,4.99,4.84,4.76,15360554
5.0,4.88,4.75,4.88,5.0,4.63,4.75,16493494
5.0,5.0,4.8,5.0,5.0,5.0,4.8,16524840
4.82,4.88,4.96,4.92,4.98,4.78,4.65,15379201
4.94,4.94,4.88,4.94,4.94,4.76,4.88,15406710
5.0,4.5,4.5,5.0,5.0,4.0,4.5,16568427
4.86,4.93,4.93,5.0,5.0,4.93,4.79,16630783
4.91,4.94,5.0,4.94,4.91,4.36,4.82,16662423
4.9,4.88,4.9,4.86,4.9,4.81,4.86,15420226
4.9,4.9,4.78,4.97,4.99,4.76,4.9,15464357
4.83,4.88,4.79,4.97,4.94,4.94,4.77,16665876
4.97,4.99,4.97,5.0,5.0,4.99,4.96,16687380
4.7,4.88,4.91,4.89,4.88,4.74,4.81,15484924
4.67,4.76,4.48,4.94,4.9,4.86,4.71,16716143
4.65,4.78,4.34,4.76,4.78,4.83,4.72,15492694
4.96,4.98,4.99,4.98,4.97,4.92,4.88,15496152
4.62,4.66,4.41,4.88,4.92,4.68,4.51,15499376
4.94,4.94,4.92,4.96,4.98,4.97,4.96,16749331
4.87,4.92,4.9,4.96,4.92,4.82,4.79,15500042
4.77,4.88,4.83,4.91,4.95,4.64,4.85,16757056
4.84,4.9,4.83,4.92,4.96,4.7,4.84,15500209
4.43,4.58,4.32,4.63,4.66,4.45,4.53,16781530
4.93,4.96,4.93,4.98,4.98,4.96,4.82,16797566
4.98,4.97,4.97,4.97,5.0,5.0,4.84,15508656
5.0,4.99,4.99,5.0,5.0,4.9,4.96,16823279
5.0,5.0,4.67,5.0,5.0,4.33,4.67,15534374
4.83,4.84,4.78,4.96,4.98,4.97,4.74,15549085
5.0,5.0,5.0,5.0,5.0,5.0,4.75,15578702
5.0,5.0,5.0,5.0,5.0,5.0,5.0,16972979
4.89,4.94,4.77,4.97,4.97,4.98,4.91,15581842
4.71,4.75,4.57,4.8,4.79,4.84,4.73,15597127
4.74,4.88,4.83,4.85,4.72,4.65,4.67,17000460
4.83,4.86,4.9,4.95,4.98,4.81,4.83,15599810
5.0,5.0,5.0,5.0,5.0,5.0,5.0,15600903
5.0,4.88,4.5,5.0,5.0,4.88,4.88,17030100
4.84,4.92,4.85,4.95,4.98,4.91,4.75,17070047
4.72,4.87,4.72,4.93,4.92,4.41,4.79,17070148
5.0,5.0,4.6,5.0,5.0,5.0,4.8,15643384
4.95,4.97,4.96,4.92,4.98,4.99,4.85,15658650
4.96,4.95,4.97,4.96,5.0,4.95,4.94,15659073
4.73,4.74,4.73,4.83,4.77,4.75,4.61,17071648
4.49,4.49,4.51,4.4,4.64,4.89,4.36,15662488
4.38,4.31,4.77,5.0,4.77,4.85,4.69,17075885
4.97,4.98,4.98,4.97,4.95,4.95,4.88,15663486
5.0,5.0,5.0,5.0,5.0,5.0,4.7,17098971
4.96,4.96,4.97,4.97,4.97,4.94,4.88,15665494
4.97,4.97,5.0,4.98,4.98,4.89,4.96,15669026
4.5,4.75,4.25,4.75,4.75,4.25,4.5,17113225
4.8,4.9,4.84,4.88,4.89,4.82,4.72,15694333
5.0,4.95,4.79,5.0,5.0,5.0,4.94,17161870
4.33,4.33,4.25,4.67,4.67,4.92,4.33,15701920
4.93,4.96,4.88,4.98,4.98,4.86,4.92,17168028
4.94,4.93,4.95,4.95,4.96,4.93,4.88,17170225
4.91,4.85,4.94,4.97,4.94,4.82,4.94,15735536
4.62,4.8,4.47,4.78,4.73,4.7,4.69,15744964
4.83,4.92,4.77,4.87,5.0,4.92,4.72,17173015
4.75,4.75,4.75,4.95,5.0,5.0,4.65,15758556
4.88,4.89,4.73,4.97,4.94,4.92,4.77,17191860
4.83,4.9,4.86,4.95,4.83,4.93,4.68,15771536
4.85,4.92,4.82,4.91,4.94,4.93,4.81,15798238
4.81,4.81,4.65,4.93,4.96,4.82,4.72,17191957
4.83,4.8,4.57,4.93,4.96,4.76,4.75,15804772
4.82,4.87,4.86,4.93,4.93,4.98,4.73,17206887
4.98,4.98,4.97,4.99,4.99,4.97,4.92,15853679
4.9,4.93,4.7,4.93,5.0,4.97,4.9,15867158
4.75,4.84,4.8,4.9,4.92,4.79,4.76,15871357
4.8,4.85,4.85,4.68,4.85,4.9,4.75,15904833
4.78,4.85,4.71,4.94,4.98,4.84,4.73,15911102
4.89,4.91,4.9,4.94,4.99,4.54,4.8,17207282
4.73,4.7,4.63,4.83,4.78,4.95,4.68,15926884
4.2,4.36,4.48,4.68,4.32,4.84,4.32,15950510
4.91,4.97,4.94,4.98,4.98,4.99,4.88,15954582
4.42,4.68,4.42,4.58,4.42,4.74,4.37,15957773
4.92,4.91,4.9,4.94,4.97,4.91,4.82,15983050
5.0,5.0,5.0,4.75,5.0,5.0,4.0,17221782
5.0,4.99,5.0,5.0,5.0,4.96,4.87,16001987
4.84,4.88,4.84,4.79,4.82,4.84,4.78,16012260
4.83,4.95,4.85,4.97,4.94,4.94,4.76,17302725
4.96,5.0,4.96,5.0,5.0,4.91,4.87,17329552
4.75,4.83,4.78,4.82,4.92,4.69,4.65,17366144
4.86,4.9,4.89,4.99,4.99,4.88,4.79,17382991
4.95,4.97,4.96,5.0,4.99,4.93,4.95,16026075
4.84,4.88,4.86,4.9,4.9,4.71,4.76,17383973
4.89,4.89,4.89,4.75,4.93,4.61,4.86,16039792
4.89,4.78,4.44,5.0,5.0,5.0,4.63,17399529
4.77,4.86,4.7,4.95,4.91,4.76,4.72,16040153
4.86,4.91,4.82,4.93,4.89,4.77,4.89,17424708
4.89,4.97,4.97,4.98,5.0,4.66,4.92,18091194
4.8,4.9,4.84,4.93,4.95,4.95,4.79,17438902
4.97,4.85,4.9,4.95,4.95,4.89,4.58,18096865
4.94,4.91,4.71,4.97,5.0,5.0,4.94,17445568
4.71,4.88,4.76,4.88,4.82,4.82,4.53,18131553
4.87,4.92,4.8,4.95,4.93,4.96,4.72,17460467
4.98,4.9,4.95,4.93,4.95,4.81,4.76,18151380
4.92,4.92,4.88,4.96,4.94,4.72,4.85,17464924
4.99,4.97,5.0,4.99,5.0,4.99,4.87,17465173
4.93,4.92,4.96,4.94,4.92,4.94,4.71,18194698
4.83,4.9,4.91,4.97,4.97,4.99,4.8,18224208
4.65,5.0,4.35,5.0,4.87,4.61,4.65,18272559
4.43,4.56,4.48,4.87,4.83,4.33,4.41,17514102
4.95,4.97,4.97,4.92,4.92,4.93,4.92,18274159
4.99,4.98,4.96,4.99,4.99,4.99,5.0,18301586
4.46,4.71,4.34,4.75,4.84,4.62,4.44,17547943
4.98,4.98,4.93,4.95,4.99,4.93,4.92,18326185
4.95,4.99,4.94,4.99,4.99,4.98,4.93,17600522
4.95,4.95,4.96,4.97,4.98,4.88,4.93,17626341
4.86,4.93,4.79,5.0,5.0,5.0,4.71,18331520
4.97,4.97,4.92,4.97,4.99,4.91,4.82,17638039
5.0,5.0,5.0,5.0,5.0,5.0,4.75,17791482
4.9,4.94,4.9,4.97,4.97,4.45,4.94,18339649
4.85,4.92,4.78,4.92,4.9,4.97,4.87,17795412
4.87,4.89,4.88,4.96,4.96,4.83,4.87,17824940
4.5,4.5,5.0,5.0,5.0,5.0,5.0,18344621
4.89,4.9,4.8,4.94,4.96,4.97,4.8,18345004
4.87,4.92,4.92,4.95,4.95,4.89,4.8,18345065
4.75,5.0,4.75,5.0,5.0,5.0,5.0,18348313
3.25,3.5,3.0,3.75,3.75,4.5,2.5,18378046
4.96,4.97,4.96,4.96,4.99,4.92,4.9,17831075
4.74,4.86,4.68,4.86,4.9,4.95,4.71,18387756
4.92,4.91,4.96,4.91,4.95,4.85,4.85,17832768
4.81,4.88,4.64,4.95,5.0,4.93,4.72,18409484
4.98,4.98,4.98,4.98,4.98,4.98,4.93,17890798
4.97,4.95,4.97,5.0,5.0,4.98,4.92,18431594
4.96,5.0,4.95,4.98,5.0,4.95,4.89,17892626
4.98,4.99,4.93,4.98,4.99,4.99,4.85,18432523
4.89,4.91,4.67,4.91,4.96,4.81,4.86,17906826
4.89,4.91,4.76,4.89,4.87,4.87,4.87,17909014
4.84,4.79,4.68,5.0,4.89,5.0,4.63,18464680
4.7,4.7,4.6,4.9,5.0,5.0,4.6,18473660
4.86,4.9,4.8,4.95,4.96,4.93,4.78,17920957
4.75,4.88,4.73,4.92,4.89,4.97,4.7,17923236
4.81,4.89,4.89,4.93,4.88,4.86,4.8,18509024
4.5,4.4,4.7,4.6,4.9,4.1,4.0,17956375
4.67,4.8,4.61,4.83,4.84,4.31,4.8,18522455
4.0,4.0,3.5,4.0,4.0,5.0,4.5,18582417
4.88,4.91,4.94,4.9,4.91,4.8,4.83,17988240
4.77,4.85,4.68,4.94,4.96,4.94,4.75,17992895
4.5,4.66,4.53,4.76,4.82,4.0,4.61,18591452
4.9,4.91,4.95,4.94,4.9,4.88,4.57,18007859
4.97,4.93,4.91,4.91,4.99,4.88,4.88,18601472
4.87,4.91,4.8,4.94,4.97,4.85,4.85,18040546
4.81,4.9,4.87,4.83,5.0,4.87,4.77,18060003
